E043DB	Shenzhen ViewAt
E0A198	NOJA Power Switchgear
CC7B35	zte
04D437	ZNV
CCF407	Eukrea
BC2BD7	Revogi Innovation
24ECD6	CSG Science &. LtdHefei
102279	ZeroDesktop
CC4AE1	fourtec -Fourier
A4895B	ARK Infosolutions
38EC11	Novatek Microelectronics
A8CCC5	Saab
988E4A	Noxus
1C4158	Gemalto M2M
541B5D	Techno-Innov
78CB33	DHC
507691	Tekpea
A4C0C7	ShenZhen Hitom
EC2257	JiangSu NanJing University
341A4C	Shenzhen Weibu
A09BBD	Total Aviation Solutions
E8481F	Advanced Automotive Antennas
E07F88	EVIDENCE Network SIA
1C7CC7	Coriant
542CEA	Protectron
00C5DB	Datatech Sistemas Digitales Avanzados SL
109AB9	Tosibox
F842FB	Yasuda Joho
887398	K2E Tekpoint
68EE96	Cisco SPVTG
FC6018	Zhejiang Kangtai Electric
303EAD	Sonavox Canada
444A65	Silverflare
50A0BF	Alba Fiber Systems
3C977E	IPS
F02405	OPUS High
D8B04C	Jinan USR IOT
043D98	ChongQing QingJia
E8BB3D	Sino Prime-Tech
98CDB4	Virident Systems
54E3B0	JVL Industri Elektronik
640B4A	Digital Telecom
F42012	Cuciniale
18104E	Cedint-UPM
2C7B84	OOO Petr Telegin
540536	Vivago
E0FAEC	Platan sp. z o.o. sp. k
F08EDB	VeloCloud Networks
B8DC87	IAI
7C6FF8	ShenZhen ACTO Digital Video
8C4B59	3D Imaging & Simulations
A4FB8D	Hangzhou Dunchong
0075E1	Ampt
CC04B4	Select Comfort
284FCE	Liaoning Wontel Science and Development
0CC81F	Summer Infant
D86960	Steinsvik
442AFF	E3
0C9301	PT. Prasimax Inovasi Teknologi
60699B	isepos
B830A8	Road-Track Telematics Development
542160	Resolution
88462A	Telechips
A897DC	IBM
E8DE27	TP-Link
FC229C	Han Kyung I Net
148692	TP-Link
1832A2	Laon
985C93	SBG Systems SAS
64E599	EFM Networks
F499AC	WEBER Schraubautomaten
8CC7D0	zhejiang ebang
70820E	as
DC2BCA	Zera
508D6F	CHAHOO
68831A	Pandora Mobility
D4223F	Lenovo Mobile
0868D0	Japan System Design
103DEA	HFC
2C7B5A	Milper
185AE8	Zenotech.Co
E0AEED	Loenk
D4EE07	HIWIFI
908260	IEEE 1904.1 Working Group
FCAD0F	QTS Networks
984C04	Zhangzhou Keneng Electrical Equipment
CC047C	G-WAY Microwave
44F849	Union Pacific Railroad
1CFA68	TP-Link
D0BE2C	CNSLink
281878	Microsoft
E457A8	Stuart Manufacturing
2481AA	KSH
789966	Musilab
EC2C49	University Of Tokyo
CC5D57	Information System Institute
1C37BF	Cloudium Systems
249504	SFR
308999	Guangdong East Power
D4A499	InView
AC4122	Eclipse
A073FC	Rancore
846223	Shenzhen Coship
A4E991	Sistemas Audiovisuales Itelsis S.L
84F493	OMS spol. s.r.o
386793	Asia Optical
BCD177	TP-Link
C8B373	Cisco-Linksys
983071	Daikyung Vascom
0C0400	Jantar d.o.o
C04301	Epec
687CD5	Y Soft
E07C62	Whistle
FC4499	Swarco LEA d.o.o
0C8484	Zenovia
5CF370	CC&C
A01C05	Nimax Telecom
F80DEA	ZyCast
1800DB	Fitbit
50A715	Aboundi
FC35E6	Visteon
D866C6	Shenzhen Daystar
1836FC	Elecsys
F48139	Canon
D40BB9	Solid Semecs
748E08	Bestek
B8C855	Shanghai GBCOM
C47DFE	A.N. Solutions
E031D0	SZ Telstar
70C6AC	Bosch Automotive Aftermarket
2C69BA	RF Controls
DC5726	Power-One
2C245F	Babolat VS
D464F7	Chengdu Usee Digital
A47ACF	Vibicom
CC3C3F	SA.S.S. Datentechnik
905692	Autotalks
0C2AE7	Beijing General Institute Of Mining and Metallurgy
DCD52A	Sunny Heart
C4C755	Beijing HuaqinWorld
9C79AC	Suntec
F8DFA8	zte
ACA430	Peerless AV
B4AB2C	MtM
74372F	Tongfang Shenzhen Cloudcomputing
BC51FE	Swann
D40FB2	Applied Micro
74FE48	Advantech
D0B498	Robert Bosch Automotive
80B95C	ELFTECH
E85AA7	LLC Emzior
242FFA	Toshiba Global Commerce Solutions
A0BAB8	Pixon Imaging
9CE1D6	Junger Audio-Studiotechnik
E4E409	Leifheit
004D32	Andon Health
C46DF1	DataGravity
28D244	LCFC
ACE87E	Bytemark
60CDC5	Taiwan Carol
60C5A8	Beijing LT Honway
B4DF3B	Chromlech
A46E79	DFT System
94DE80	Giga-Byte
C88A83	Dongguan HuaHong
0CC655	Wuxi YSTen
D410CF	Huanshun Network Science and
B80415	Bayan Audio
84C8B1	Incognito Systems
645A04	Chicony
5C89D4	Beijing Banner Electric
984CD3	Mantis Deposition
8C4CDC	Planex
D063B4	SolidRun
2C3BFD	Netstor
F073AE	PEAK-System Technik
684CA8	Shenzhen Herotel
F4472A	Nanjing Rousing Sci. and
185253	Pixord
FCA9B0	Miartech
80D733	QSR Automations
8C3330	EmFirst
08E5DA	Nanjing Fujitsu
5884E4	IP500 Alliance e.V
04E9E5	Pjrc.com
703811	Invensys Rail
ACE64B	Shenzhen Baojia Battery
303294	W-IE-NE-R Plein & Baus
EC473C	Redwire
5481AD	Eagle
7C822D	Nortec
745FAE	TSL PPL
8462A6	EuroCB
80FA5B	Clevo
E4F365	Time-O-Matic
18550F	Cisco SPVTG
1C9179	Integrated System
38F597	home2net
386645	OOSIC
D0DFB2	Genie Networks
808B5C	Shenzhen Runhuicheng
04586F	Sichuan Whayer Information
449B78	Now Factory
D052A8	Physical Graph
34F62D	Sharp
C4EBE3	Rrcn SAS
4C1A95	Novakon
C04A00	TP-Link
9C3178	Foshan Huadian Intelligent Teachnologies
48BE2D	Symanitron
B86091	Onnet and Innovations
D4CA6E	u-blox
C011A6	Fort-Telecom
B8DAF1	Strahlenschutz- Entwicklungs- und Ausruestungsgesellschaft mbH
1C11E1	Wartsila Finland
50465D	ASUS
74BFA1	Hyunteck
F8AA8A	Axview
5894CF	Vertex Standard LMR
2C5AA3	Promate
B4009C	CableWorld
803FD6	bytes at work
645FFF	Nicolet Neuro
2829D9	GlobalBeiMing
189A67	CSE-Servelec
38A5B6	Shenzhen Megmeet Electrical
E43FA2	Wuxi DSP
00FD4C	Nevatec
6045BD	Microsoft
9C54CA	Zhengzhou VCOM Science and
388AB7	ITC Networks
BCC23A	Thomson Video Networks
00BF15	Genetec
20F85E	Delta
68CE4E	L-3 Infrared
68B6FC	Hitron
7C160D	Saia-Burgess Controls
A4D18F	Shenzhen Skyee Optical Fiber
0C565C	HyBroad Vision
649FF7	Kone Oyj
4C068A	Basler Electric
E0A30F	Pevco
5C1737	I-View Now
049C62	BMT Medical s.r.o
C4BA99	I+ME Actia Informatik und Mikro-Elektronik
0C2A69	electric imp
BC811F	Ingate Systems
34E0CF	zte
503F56	Syncmold
D04CC1	SINTRONES
DC9FA4	Nokia
44C39B	OOO Rubezh NPO
58C232	NEC
D8C691	Hichan
7C02BC	Hansung
1848D8	Fastback Networks
702393	fos4X
58ECE1	Newport
14358B	Mediabridge
34996F	VPI
241064	Shenzhen Ecsino Tecnical
10D1DC	INSTAR Deutschland
D8160A	Nippon
F45433	Rockwell Automation
EC9327	MEMMERT +
1C43EC	Japan Circuit
BC28D6	Rowley Associates
F05F5A	Getriebebau NORD and
009569	LSD Science and
34C803	Nokia
5011EB	SilverNet
5CD41B	UCZOON
783CE3	Kai-EE
0868EA	Eito
5C4A26	Enguity
289EDF	Danfoss Turbocor Compressors
50053D	CyWee Group
4C64D9	Guangdong Leawin Group
7CB03E	OSRAM
14B1C8	InfiniWing
C0493D	Maitrise Technologique
34A7BA	Fischer Systems
ACD364	ABB
38F8B7	V2COM Participacoes S.A
B48255	Research
2C750F	Shanghai Dongzhou-Lawton
B40418	Smartchip Integrated
F4EA67	Cisco
D0AEEC	Alpha Networks
3C98BF	Quest Controls
D05785	Pantech
045C06	Zmodo
504A5E	Masimo
38BF33	NEC CASIO Mobile
A041A7	NL Ministry Of Defense
342F6E	Anywire
E86D6E	voestalpine SIGNALING Fareham
F8D462	Pumatronix Equipamentos Eletronicos
5453ED	Sony
940070	Nokia
6C3A84	Shenzhen Aero-Startech
442B03	Cisco
781C5A	Sharp
E4C6E6	Mophie
502D1D	Nokia
BCEA2B	CityCom
944444	LG Innotek
E4C806	Ceiec Electric
18B591	I-Storm
A45630	Cisco
002AAF	LARsys-Automation
60F3DA	Logic Way
A06D09	Intelcan Technosystems
BC1401	Hitron
68D925	ProSys Development
B41DEF	Internet Laboratories
284121	OptiSense Network
5057A8	Cisco
38458C	MyCloud
0C9D56	Consort Controls
3CCE73	Cisco
A47C14	ChargeStorm
F4600D	Panoptic
ACCF23	Hi-flying
C08170	Effigis GeoSolutions
78C4AB	Shenzhen Runsil
709A0B	Italian Institute Of
240917	Devlin
DC37D2	Hunan HKT
5076A6	Ecil Informatica. Com
B431B8	Aviwest
241125	Hutek
0036FE	SuperVision
CC187B	Manzanita Systems
38B12D	Sonotronic Nagel
8020AF	Trade FIDES
50D274	Steffes
48D54C	Jeda Networks
3497FB	Advanced RF
C46413	Cisco
143AEA	Dynapower
9CA134	Nike
B4D8A9	BetterBots
7CC8D7	Damalisk
0091FA	Synapse Product Development
A05AA4	Grand Nevada
24C0B3	RSF
E00B28	Inovonics
500B32	Foxda IndustrialCo
302DE8	JDA
70CA9B	Cisco
2C3F38	Cisco
803F5D	Winstars
780738	Z.U.K. Elzab S.A
640E36	Taztag
70EE50	Netatmo
EC63E5	ePBoard Design
60B606	Phorus
F4E6D7	Solar Power
78DDD6	c-scape
984A47	CHG Hospital Beds
3C6A7D	Niigata Power Systems
FC455F	Jiangxi Shanshui Optoelectronic
3C7059	MakerBot
F8FE5C	Reciprocal
6C9CED	Cisco
94E0D0	HealthStream Taiwan
DCF858	Lorent Networks
A05E6B	MELPER
30B3A2	Shenzhen Heguang Measurement & Control
F0007F	Janz - Contadores de Energia
CC944A	Pfeiffer Vacuum
0C8525	Cisco
BCE59F	WATERWORLD
1C5C55	PRIMA Cinema
082522	Advansee
4C2F9D	ICM Controls
E467BA	Danish Interpretation Systems
BCFE8C	Altronic
24BBC1	Absolute Analysis
7CDD11	Chongqing MAS SCI&TECH.Co
C43C3C	Cybelec
00D632	GE Energy
C40ACB	Cisco
7463DF	VTS
3828EA	Fujian Netcom
2CEE26	Petroleum Geo-Services
DC3E51	Solberg & Andersen
D8B90E	Triple Domain Vision
7C4B78	Red Sun Synthesis
28D1AF	Nokia
68BC0C	Cisco
2C9EFC	Canon
98C845	PacketAccess
988217	Disruptive
80FFA8	Unidis
489BE2	SCI Innovations
B0E50E	NRG Systems
4C5FD2	Alcatel-Lucent
E878A1	Beoview Intercom DOO
3057AC	Irlab
28AF0A	Sirius XM Radio
2486F4	Ctek
3CE5B4	Kidasen E Comercio de Antenas
A85BF3	Audivo
344F69	Ekinops SAS
C02973	Audyssey Laboratories
B451F9	NB
30688C	Reach
88F488	cellon technologyCo
0041B4	Wuxi Zhongxing Optoelectronics
D453AF	VIGO System S.A
1CE192	Qisda
20C8B3	Shenzhen BUL-Tech
58B0D4	ZuniData Systems
64557F	NSFOCUS Information
406AAB	RIM
248707	SEnergy
EC3F05	Institute 706
C4C19F	National Oilwell Varco Instrumentation
68CD0F	U Tek
D4CEB8	Enatel
ECF236	Neomontana
E4A5EF	Tron Link
AC4AFE	Hisense Broadband Multimedia
2C1EEA	Aerodev
FC6C31	LXinstruments
3C6F45	Fiberpro
B4FC75	SEMA
5C16C7	Big Switch Networks
B0BF99	Wizitdongdo
147DB3	JOA Telecom.Co
3CD16E	Telepower
00077D	Cisco
1045BE	Norphonic
A0E295	DAT System
40F14C	ISE SPRL
98293F	Fujian Start Equipment
70D4F2	RIM
9067F3	Alcatel Lucent
64D912	Solidica
8C5CA1	d-broad
C8F981	Seneca s.r.l
703187	ACX
14307A	Avermetrics
8C7EB3	Lytro
587675	Beijing ECHO
78EF4C	Unetconvergence
E8DA96	Zhuhai Tianrui Electrical Power
6CA780	Nokia
04888C	Eifelwerk Butler Systeme
1013EE	Justec
704642	Chyng Hong
78BEB6	Enhanced Vision
ECEA03	Darfon Lighting
C8903E	Pakton
7465D1	Atlinks
301A28	Mako Networks
D4945A	Cosmo
5CF207	Speco
B01B7C	Ontrol A.S
D47B75	HARTING
70E843	Beijing C&W Optical
08ACA5	Benu Video
D89DB9	eMegatech
405A9B	Anovo
ACCA54	Telldus
CC1EFF	Metrological Group
941673	Point Core SARL
6C5D63	ShenZhen Rapoo
E4D71D	Oraya Therapeutics
C8FE30	Bejing DAYO Mobile
64B64A	ViVOtech
DCA7D9	Compressor Controls
C455A6	Cadac Holdings
BCBBC9	Kellendonk Elektronik
781DFD	Jabil
103711	Simlink
601199	Siama Systems
300B9C	Delta Mobile Systems
90EA60	SPI Lasers
D46F42	WAXESS USA
B0A72A	Ensemble Designs
50795B	Interexport Telecomunicaciones S.A
E8C229	H-Displays Bhd
B0BDA1	Zaklad Elektroniczny Sims
8C4435	Shanghai BroadMobi
24B8D2	Opzoon
24CBE7	MYK
88BFD5	Simple Audio
948B03	EAGET Innovation and
802DE1	Solarbridge
F081AF	IRZ Automation
14EB33	BSMediasoft
14A9E3	MST
589835	Technicolor
50D6D7	Takahata Precision
B4A5A9	MODI
D09B05	Emtronix
98EC65	Cosesy ApS
900917	Far-sighted mobile
88F077	Cisco
AC4723	Genelec
20B7C0	OMICRON
D42C3D	Sky Light Digital
806CBC	NET New
1C184A	ShenZhen RicherLink
04E662	Acroname
F0BF97	Sony
C44AD0	Fireflies Systems
88E0A0	Shenzhen VisionSTOR
6879ED	Sharp
9CC0D2	Conductix-Wampfler
447E95	Alpha and Omega
E8B748	Cisco
DC16A2	Medtronic Diabetes
78CA04	Nokia
2C8BF2	Hitachi Metals America
58F98E	SECUDOS
2826A6	PBR
CC7669	Seetech
E437D7	Henri Depaepe S.A.S
582F42	Universal Electric
AC20AA	DMATEK
E0A1D7	SFR
28852D	Touch Networks
F02A61	Waldo Networks
B8415F	ASP
2CB69D	RED Digital Cinema
988E34	Zhejiang Boxsam
D44C24	Vuppalamritha Magnetic Components
4CB4EA	HRD
34BDF9	Shanghai WDK
74CE56	Packet Force
A89B10	inMotion
888C19	Brady Asia Pacific
747DB6	Aliwei
B41489	Cisco
AC6F4F	Enspert
8886A0	Simton
F0C88C	LeddarTech
68EBC5	Angstrem Telecom
448C52	KTIS
686359	Advanced Digital Broadcast
4018D7	Smartronix
18922C	Virtual Instruments
F80F84	Natural Security SAS
EC9ECD	Artesyn Embedded
303955	Shenzhen Jinhengjia
FC5B24	Weibel Scientific
34B571	Plds
A862A2	Jiwumedia
984E97	Starlight Marketing
7C6ADB	SafeTone
EC986C	Lufft Mess- und Regeltechnik
B0518E	Holl
DCDECA	Akyllor
A071A9	Nokia
8065E9	BenQ
845DD7	Shenzhen Netcom
447DA5	Vtion Information
0CCDD3	Eastriver
B8E589	Payter
C89C1D	Cisco
503DE5	Cisco
801440	Sunlit System
948D50	Beamex
94E226	D. ORtiz
386E21	Wasion Group
D8C99D	EA Display
CCFC6D	RIZ Transmitters
AC80D6	Hexatronic
9CF938	AREVA NP
500E6D	TrafficCast
1CFEA7	IDentytech Solutins
D0B53D	Sepro Robotique
A0DE05	JSC Irbis-T
8895B9	Unified Packet Systems Crop
78593E	RAFI &KG
684352	Bhuu
3CC0C6	d&b audiotechnik
F8DAF4	Taishan Online
D8E3AE	Cirtec Medical Systems
FC1FC0	Eurecam
4891F6	Shenzhen Reach
EC14F6	BioControl
B8D06F	Guangzhou Hkust FOK Ying Tung Institute
B4C44E	VXL eTech
F0933A	NxtConect
6052D0	FACTS
8C278A	Vocollect
FCAF6A	Qulsar
ECE555	Hirschmann Automation
DCD0F7	Bentek Systems
D0574C	Cisco
8818AE	Tamron
20D607	Nokia
58DB8D	Fast
18EF63	Cisco
CCCE40	Janteq
8C4DEA	Cerio
ECFAAA	IMS
CC55AD	RIM
F0F7B3	Phorm
E8757F	FIRS
C83EA7	KUNBUS
E0CF2D	Gemintek
68BDAB	Cisco
9CADEF	Obihai
D08999	APCON
4454C0	Thompson Aerospace
B4A4E3	Cisco
90903C	Trison
94DD3F	A+V Link
C8EE08	Tangtop
7472F2	Chipsip
5CD998	D-Link
D46CDA	CSM
C4F464	Spica
544A05	wenglor sensoric
5CCA32	Theben
84C7A9	C3PO S.A
F8AC6D	Deltenna
641084	HEXIUM Technical Development
C416FA	Prysm
E0C286	Aisai
D84B2A	Cognitas
684B88	Galtronics Telemetry
842914	EMPORIA TELECOM Produktions- und VertriebsgesmbH
4C8B55	Grupo Digicon
04A3F3	Emicon
F866F2	Cisco
7C55E7	YSI
C02BFC	iNES. applied Informatics
AC34CB	Shanhai GBCOM
D4A928	GreenWave Reality
9CFFBE	OTSL
2CD1DA	Sanjole
100E2B	NEC CASIO Mobile
445EF3	Tonalite Holding B.V
100C24	pomdevices
58F6BF	Kyoto University
7CED8D	Microsoft
54FDBF	Scheidt & Bachmann
B40EDC	LG-Ericsson
A4D1D1	ECOtality
C8D5FE	Shenzhen Zowee
C49313	100fio networks
A4A80F	Shenzhen Coship
B8921D	BG T&A
48FCB8	Woodstream
548922	Zelfy
F8C091	Highgates
6C5CDE	SunReports
241F2C	Calsys
284846	GridCentric
58B9E1	Crystalfontz America
646707	Beijing Omnific
D4000D	Phoenix Broadband
E87AF3	S5 S.r.l
40C7C9	Naviit
A0A763	Polytron Vertrieb
D496DF	Sungjin C&T
D07DE5	Forward Pay Systems
7CEF18	Creative Product Design
FCD4F6	Messana Air.Ray Conditioning s.r.l
0CD696	Amimon
B43741	Consert
F8FB2F	Santur
2CCD43	Summit Group
6C8D65	Wireless Glue Networks
CCFCB1	Wireless
CC5C75	Weightech Com. Imp. Exp. Equip. Pesagem
A098ED	Shandong Intelligent Optical Development
34C69A	Enecsys
502A8B	Telekom and Development Sdn Bhd
F88DEF	Tenebraex
EC43E6	AWCER
F0EC39	Essec
5849BA	Chitai
181714	Daewoois
80B289	Forworld
14A62C	S.M. Dezac S.A
A8F470	Fujian Newland Science
DC1D9F	U & B
081651	Shenzhen SEA Star
DC49C9	Casco Signal
B09134	Taleo
A863DF	Displaire
104369	Soundmax
C06C0F	Dobbs Stanford
5475D0	Cisco
BC6A16	tdvine
C8EF2E	Beijing Gefei
98DCD9	UNITEC
30525A	NST
6089B7	Kael M?Hend?SL?K Elektron?K T?Caret Sanay? L?M?TED ??Rket?
2CA780	True
545FA9	Teracom
ECC882	Cisco
A0B9ED	Skytap
502DF4	Phytec Messtechnik
38E8DF	b medien + datenbanken
10189E	Elmo Motion Control
88FD15	Lineeye
10445A	Shaanxi Hitech
60B3C4	Elber Srl
04C880	Samtec
884B39	Siemens
44C233	Guangzhou Comet Development
B482FE	Askey
307C30	RIM
BC4E3C	Core Staff
80BAAC	TeleAdapt
FC4463	Universal Audio
F06853	Integrated
10E6AE	Source
A4ADB8	Vitec Group
90A2DA	Gheo
C41ECE	HMI Sources
BCD5B6	d2d
1C8F8A	Phase Motion Control
A4B1EE	H. ZANDER
486FD2	StorSimple
D4F143	IPROAD
CC5459	OnTime Networks
3CB17F	Wattwatchers Ld
00DB45	Thamway
A0231B	TeleComp R&D
94C4E9	PowerLayer Microsystems HongKong
8843E1	Cisco
B4ED19	Pie Digital
888717	Canon
E0271A	TTC Next-generation Home Network System WG
84C727	Gnodal
E4AB46	UAB Selteka
D479C3	Cameronet
945B7E	Trilobit
E85B5B	LG
20D906	Iota
404022	ZIV
74F726	Neuron Robotics
18FC9F	Changhe
A438FC	Plastic Logic
601D0F	Midnite Solar
50A6E3	David Clark
549A16	Uzushio Electric
4001C6	3Com
608D17	Sentrus Government Systems Division
80912A	Lih Rong
8038FD	LeapFrog
7072CF	EdgeCore Networks
803B9A	ghe-ces
9CCD82	Cheng UEI Precision
C8AACC	Private
003D41	Hatteland
087618	ViE Sdn. Bhd
A4AD00	Ragsdale
2C1984	IDN Telecom
3863F6	3NOD MultimediaCo
DCE2AC	Lumens Digital Optics
98D88C	Nortel Networks
C8873B	Net Optics
B0E97E	Advanced Micro Peripherals
D44CA7	Informtekhnika
202CB7	Kong Yue
68CC9C	Mine Site
04B466	BSP
E41F13	IBM
00271B	Alec Sicherheitssysteme
002718	Suzhou NEW SEAUNION Video
00270C	Cisco
00270B	Adura
002705	Sectronic
002706	Yoisys
0026F9	S.E.M. srl
0026F3	SMC Networks
688540	IGI Mobile
6465C0	Nuvon
F0DE71	Shanghai EDO
28FBD3	Ragentek Group
7C1EB3	2N TELEKOMUNIKACE a.s
146E0A	Private
1045F8	LNT-Automation
644F74	LENUS
787F62	GiK mbH
D4AAFF	Micro World
C4FCE4	DishTV NZ
0CD7C2	Axium
40F52E	Leica Microsystems
64BC11	CombiQ
4097D1	BK
68AAD2	Datecs
0026EC	Legrand Home Systems
0026E6	Visionhitech
0026E0	Asiteq
0026DA	Universal Media /Slovakia/ s.r.o
0026D3	Zeno Information System
0026D4	IRCA
0026CD	PurpleComm
10880F	Daruma Telecomunica??es e Inform?tica S.A
4C4B68	Mobile Device
94BA31	Visiontec da Amaz?nia
F45FF7	DQ
60F13D	JABLOCOM s.r.o
0CEF7C	AnaCom
E08FEC	Repotec
D0D286	Beckman Coulter K.K
1C0FCF	Sypro Optics
0025AB	AIO LCD PC BU / TPV
0025A4	EuroDesign embedded
00259D	Private
002598	Zhong Shan City Litai
002591	NEXTEK
00258C	Esus Elektronik SAN. VE DIS. TIC. STI
002587	Vitality
002581	x-star networks
002582	Maksat
002578	JSC Concern Sozvezdie
00257D	PointRed Telecom
002577	D-BOX
002571	Zhejiang Tianle Digital Electric
00256A	inIT - Institut IT
002565	Vizimax
00255E	Shanghai Dare
002558	Mpedia
002635	Bluetechnix
00262F	Hamamatsu TOA
002623	JRD
002628	Companytec automa??o e Controle
00261C	Neovia
002616	Rosemount
002610	Apacewave
002609	Phyllis
00268C	StarLeaf
002686	Quantenna Communcations
002680	SIL3
00267F	Zenterio
00267A	wuhan hongxin telecommunication
002679	Euphonic
002673	Ricoh
00266D	MobileAccess Networks
0025D6	Kroger
0025CA	LS
0025BE	Tektrap Systems
0025BD	Italdata Ingegneria dell'Idea S.p.A
0025B7	Costar
0025B0	Schmartz
002546	Cisco
002545	Cisco
002535	Minimax
002532	Digital Recorders
00252B	Stirling Energy Systems
0025FD	OBR Centrum Techniki Morskiej S.A
002603	Shenzhen Wistar
0025F3	Nordwestdeutsche Z?hlerrevision
0025EC	Humanware
0025E2	Everspring
0025DD	Sunnytek Information
002667	Carecom
002660	Logiways
002656	Sansonic
002653	DaySequerra
00264C	Shanghai DigiVision
002647	WFE
00263B	Onbnetech
0026C1	Artray
0026B5	ICOMM Tele
0026AF	Duelco
0026A5	Microrobot.Co
00269F	Private
002699	Cisco
002489	Vodafone Omnitel N.V
00248E	Infoware ZRt
002476	TAP.tv
00246F	Onda
00246A	Solid Year
0023FA	RG Nets
0023FF	Beijing HTTC
0023F4	Masternaut
0023EA	Cisco
0023E4	IPnect
0023DE	Ansync
0023D1	TRG
0023CB	Shenzhen Full-join
0023D2	Inhand
0024B4	ESCATRONIC
0024AD	Adolf Thies
00249C	Bimeng Comunication System
002526	Genuine
002525	CTERA Networks
002520	SMA Railway
00251B	Philips CareServant
002516	Integrated Design Tools
00250F	On-Ramp Wireless
002503	IBM
00250A	Security Expert
0024DD	Centrak
0024D8	IlSung Precision
0024CC	Fascinations Toys and Gifts
0024D1	Thomson
0024CA	Tobii
0024C5	Meridian Audio
0024B9	Wuhan Higheasy
002425	Shenzhenshi chuangzhicheng
002419	Private
002412	Benign
00240C	DELEC
002406	Pointmobile
0023F9	Double-Take
002463	Phybridge
002459	ABB Automation
00245E	Hivision
002451	Cisco
00244C	Solartron Metrology
00243F	Storwize
002440	Halo Monitoring
00243B	CSSI
0024FC	QuoPin
0024F7	Cisco
0024F0	Seanodes
0024EB	ClearPath Networks
0024E4	Withings
002435	Wide
00242F	Micron
00241F	DCT-Delta
0023C5	Radiation Safety and Control
0023C4	Lux Lumen
0023B8	Sichuan Jiuzhou
0023BF	Mainpine
0023B2	Intelligent Mechatronic Systems
0023AC	Cisco
0023A0	Hana CNS
0023A5	SageTV
0022B6	Superflow Group
0022A3	California Eastern Laboratories
00229E	Social Aid
002291	Cisco
002292	Cinetal
002297	XMOS Semiconductor
00228B	Kensington Group
002284	Desay A&V Science AND
002277	NEC Australia
00226D	Shenzhen GIEC
002263	Koos Technical
002267	Nortel Networks
002259	Guangzhou New Postcom Equipment
0022E4	Apass
0022DD	Protecta
0022D8	Shenzhen GST Security and Safety
0022D1	Albrecht Jung
0022C3	Zeeport
0022C7	SEGGER Microcontroller
0022BD	Cisco
002344	Objective Interface Systems
002343	TEM
002337	Global Star Solutions ULC
00232B	IRD
00231C	Fourier Systems
00231B	Danaher Motion - Kollmorgen
00239F	Institut f?r Pr?ftechnik
002393	Ajinextek
00238F	Nidec Copal
002385	Antipode
00237E	Elster
002379	Union Business Machines
002253	Entorian
002250	Point Six Wireless
002249	Home Multienergy SL
00224A	Raylase
002240	Universal Telecom S/A
00222D	SMC Networks
00222E	maintech
002364	Power Instruments
002369	Cisco-Linksys
002370	Snell
00235D	Cisco
002356	Packet Forensics
002313	Qool
00230D	Nortel Networks
002301	Witron
0022F7	Conceptronic
0022EA	Rustelcom
0022F0	3 Greens Aviation
0022E9	ProVision
00211C	Cisco
002117	Tellord
002110	Clearbox Systems
001FFF	Respironics
001FFE	HPN Supply Chain
001FF8	Siemens
001FFD	Indigo Mobile
002221	Itoh Denki
00221B	Morega Systems
002220	Mitac
002227	uv-electronic
002214	Rinnai Korea
00220E	Indigo Security
002208	Certicom
002201	Aksys Networks
0021F7	HPN Supply Chain
0021A0	Cisco
00219C	Honeywld
002192	Baoding Galaxy
00218C	TopControl
00217F	Intraco
00217A	Sejin
002179	IOGEAR
002173	Ion Torrent Systems
001FC3	SmartSynch
001FC8	Up-Today
001FC1	Hanlong
001FC2	Jow Tong
001FBC	EVGA
001FB0	TimeIPS
001FB5	I/O Interconnect
001FA9	Atlanta DTH
0021F1	Tutus Data
0021F2	EASY3CALL
0021EB	ESP Systems
0021E5	Display Solution
0021E4	I-WIN
0021DF	Martin Christ
0021D8	Cisco
0021CC	Flextronics
001FF1	Paradox Hellas S.A
001FEC	Synapse ?lectronique
001FE5	In-Circuit
001FD9	RSD
001FD4	4IPNET
001FCF	MSI
00213F	A-Team
002139	Escherlogic
002134	Brandywine
00212F	Phoebe Micro
002129	Cisco-Linksys
00212A	Audiovox
002123	Aerosat Avionics
00216D	Soltech
00216C	Odva
002167	HWA JIN T&I
002160	Hidea Solutions
002154	D-TACQ Solutions
00214D	Guangzhou Skytone Transmission Com
002148	Kaco Solar Korea
0021C5	3DSP
0021BF	Hitachi High-Tech Control Systems
0021C0	Mobile Appliance
0021B9	Universal Devices
0021B3	Ross Controls
0021B2	Fiberblaze
0021AD	Nordic ID
0021A6	Videotec
001F11	Openmoko
001F0B	Federal State Unitary UnionElectropribor
001EFF	Mueller-Elektronik
001F06	Integrated Dispatch Solutions
001F05	iTAS
001EF3	From2
001EF8	Emfinity
001F7A	WiWide
001F70	Botik
001F75	GiBahn Media
001F64	Beijing Autelan
001F5E	Dyna
001F58	EMH Energiemesstechnik
001F4C	Roseman
001F51	HD
001F4B	Lineage Power
001F9F	Thomson Telecom Belgium
001F93	Xiotech
001F98	Daiichi-Dentsu
001F8C	CCS
001F8A	Ellion Digital
001F83	Teleplan
001E30	Shireen
001E2B	Radio Systems Design
001E24	Zhejiang Bell
001E18	Radio Activity srl
001E1D	East Coast Datacom
001E1E	Honeywell Life Safety
001E13	Cisco
001E0E	Maxi View Holdings
001E60	Digital Lighting Systems
001E59	Silicon Turnkey Express
001E54	TOYO ELECTRIC
001E4D	Welkin Sciences
